5,0.0925434
5,0.0693605
5,0.0652779
5,0.0623963
5,0.0838058
5,0.0707175
5,0.0704814
5,0.0710381
5,0.0710472
5,0.0723284
6,0.3184319
6,0.0686485
6,0.093958
6,0.0682019
6,0.0708902
6,0.0873609
6,0.0654937
6,0.3017735
6,0.0742899
6,0.0824942
7,0.2781562
7,0.1001665
7,0.1255844
7,0.0655942
7,0.1072338
7,0.0767197
7,0.1004517
7,0.1116452
7,0.069676
7,0.1040587
8,0.1189616
8,0.142824
8,0.1083848
8,0.1053871
8,0.1203282
8,0.105747
8,0.1081781
8,0.1155017
8,0.1026601
8,0.0932625
9,0.1042624
9,0.1542174
9,0.4024061
9,0.1284215
9,0.1180632
9,0.1119517
9,0.1271804
9,0.1142762
9,0.1949095
9,0.1327795
10,0.1575467
10,0.1191553
10,0.1175409
10,0.1200646
10,0.1981286
10,0.1486572
10,0.1273472
10,0.169021
10,0.1377494
10,0.1543669
11,0.1460762
11,0.2178211
11,0.148403
11,0.2025457
11,0.135058
11,0.1756693
11,0.247345
11,0.1808851
11,0.1962868
11,0.1439681
12,0.2807912
12,0.4888044
12,0.6990856
12,0.2590243
12,0.2386301
12,0.2606874
12,0.1940087
12,0.1816878
12,0.2633101
12,0.2046425
13,0.3718087
13,0.3937587
13,0.4669059
13,0.4403252
13,0.6591569
13,0.3472076
13,0.631991
13,0.3608379
13,0.6171919
13,0.3293043
14,0.6474827
14,0.6680853
14,1.0006483
14,0.534417
14,0.8011889
14,0.9078163
14,0.7601869
14,0.61092
14,0.8576619
14,0.6763782
