intra2,intra3,intra4,intra5,inter1,inter2,inter3,runtime,size,inter_num
0.048600099824538515,0.047354668184485485,0.17243556018891262,1.3435861386138612,0.02028538129305668,0.02009453487008947,0.18105676567656748,0.10797238349914551,5,Intra 5 + Inter 3
0.05457130643888937,0.051906918248343356,0.1710954410216388,1.2370554455445544,0.032445990842181194,0.032089996577189805,0.2538617161716171,0.18798184394836426,5,Intra 5 + Inter 3
0.03033848855700025,0.029550700508467302,0.13286373137548066,0.9877029702970291,0.04851616153092436,0.04979638919544693,0.2994100660066006,0.14288043975830078,5,Intra 5 + Inter 3
0.10181766962969903,0.09227486989785369,0.22978347516537675,1.8970148514851486,0.16831850693571582,0.16623029359518515,0.5332450495049504,0.21164274215698242,5,Intra 5 + Inter 3
0.11561085805766305,0.10266348275313053,0.23608155354920032,2.1195415841584158,0.10958270111769014,0.1146139621667066,0.3992608910891089,0.15211176872253418,5,Intra 5 + Inter 3
0.0496630613291393,0.05170090777022186,0.16502305476943502,1.118833663366337,0.0018928306881558915,0.0019004410331661392,0.057793069306930955,0.16374492645263672,5,Intra 5 + Inter 3
0.09758141552137407,0.09231456840436095,0.23356873683133592,1.9648534653465346,0.06420880004273244,0.06624724477158583,0.27118415841584154,0.1461496353149414,5,Intra 5 + Inter 3
0.05456331970588442,0.054863614147119454,0.18025488248324822,1.5544138613861387,0.049986684930811986,0.051331624723298,0.31206914191419144,0.12403225898742676,5,Intra 5 + Inter 3
0.07886192915940075,0.07173294933855312,0.19692924224095232,1.8621653465346535,0.03593484958203502,0.036717054041970065,0.20670891089108923,0.11332201957702637,5,Intra 5 + Inter 3
0.0811432117003206,0.0862182162741647,0.2252150271139641,1.911958415841584,0.0023542890329524002,0.0023649302299049157,0.06836782178217837,0.10616087913513184,5,Intra 5 + Inter 3
0.18499642126251004,0.22925689415449235,0.32867506686607423,3.125711881188119,-0.25335652284864596,0.6637465954610055,0.6046059405940595,0.34891176223754883,6,Intra 5 + Inter 3
0.16007626342076092,0.2612099487175406,0.26415366959434655,1.6694415841584158,2.1108264258809677,-1.4401899899370922,0.42432409240924074,0.24813413619995117,6,Intra 5 + Inter 3
0.22874795348666477,0.2636351338764228,0.3717320594637572,3.5247891089108907,-0.41560422176288586,0.4620824486198854,0.1100597359735973,0.2520270347595215,6,Intra 5 + Inter 3
0.16593367718080687,0.16444787453608464,0.3153766105272094,3.113277227722772,-0.44430255157789333,0.5756456228297757,0.3030729372937295,0.15677118301391602,6,Intra 5 + Inter 3
0.1520752892911719,0.16337260100251222,0.30498009846301455,3.166371287128713,-0.23754074575816467,0.24762171859077228,0.008848184818481819,0.11802411079406738,6,Intra 5 + Inter 3
0.09496988868958908,0.0952986371345208,0.23094694781028854,1.7747792079207918,2.1113910593687457,-1.595786799867849,0.1370135313531351,0.17676162719726562,6,Intra 5 + Inter 3
0.0984701350923372,0.08864531322060354,0.2212058317437874,2.0065148514851483,2.793309037047136,-1.9200634254986053,0.3064125412541252,0.2261044979095459,6,Intra 5 + Inter 3
0.07262239866123281,0.06942600569413374,0.20497061367028924,1.5732772277227722,1.573985620750209,-1.234284821791304,0.22354785478547834,0.3423330783843994,6,Intra 5 + Inter 3
0.23718812322849692,0.3544383632402829,0.3597006846364524,2.264723069306931,3.0797254846681947,-2.0142140490910183,0.3711708580858085,0.1502847671508789,6,Intra 5 + Inter 3
0.2644329804381508,0.37514563549900676,0.38410673106069804,3.521857425742574,-0.03360510173281544,0.03457636989514004,0.028069306930693205,0.22606372833251953,6,Intra 5 + Inter 3
0.13333923077785093,0.13439633058340084,0.2842308757505802,3.057182178217822,-0.45715578081698993,0.5634975296177496,0.25670618811881174,0.20990920066833496,7,Intra 5 + Inter 3
0.09058748304454911,0.08271582514900941,0.21822784579128707,1.710290099009901,0.736024065834094,-0.6471433388229183,0.14900511551155127,0.1968247890472412,7,Intra 5 + Inter 3
0.09269542166441909,0.09059033462188897,0.23046704024589876,2.9094346534653464,-0.8060656913114258,1.250273181613572,0.5511244224422445,0.26447153091430664,7,Intra 5 + Inter 3
0.010181645156505454,0.010178164371361787,0.07942016373836581,0.7261039603960396,3.3147576442538353,-2.2308894247037814,0.3675632013201322,0.40521717071533203,7,Intra 5 + Inter 3
0.2052769255240888,0.1841890285916254,0.32146429185343856,2.7595247524752473,0.2981000793948855,-0.22401580583381636,0.23694158415841593,0.18834829330444336,7,Intra 5 + Inter 3
0.11817528919409585,0.11978511554777146,0.2701009532214121,2.948287128712871,-0.47610039206605753,0.5462679094410876,0.18006394389438918,0.23265910148620605,7,Intra 5 + Inter 3
0.13990578368810427,0.13900838377582084,0.28821531722733434,2.936571287128712,-0.4034203196489474,0.4692802590353801,0.18832301980198007,0.2413618564605713,7,Intra 5 + Inter 3
0.043756544250337016,0.04010788955727664,0.1461883298856652,1.2107089108910891,1.645437341794473,-1.2410057001729062,0.33002062706270596,0.3881995677947998,7,Intra 5 + Inter 3
0.19346333751022576,0.231008421518026,0.335999925277978,3.1477267326732674,-0.4830628573563053,0.5229794060395403,0.04687962046204608,0.16635704040527344,7,Intra 5 + Inter 3
0.15293477205210768,0.1479239499382234,0.2911008737198973,2.2964405940594057,0.1181743994355963,-0.1119282356238643,0.060538036303630305,0.21498513221740723,7,Intra 5 + Inter 3
0.0730971432448598,0.06662459578377937,0.19369706668414421,1.7772198019801981,2.9903999850215532,-1.991682965328061,0.43518886138613855,2.7281253337860107,8,Intra 5 + Inter 3
0.1676379706469043,0.17620697576472996,0.32000687951516854,3.0146366336633657,-0.8264396715750445,1.0633633051241136,0.2818376237623762,1.5301225185394287,8,Intra 5 + Inter 3
0.15688234174075175,0.1510926243802789,0.3032179897273062,2.629167326732673,-0.17636188592538504,0.26831516162014385,0.24110940594059405,1.0080304145812988,8,Intra 5 + Inter 3
0.03738886974666217,0.037805178990857315,0.15150457082906207,1.2556554455445545,1.6633868867141202,-1.3838875127296641,0.10504999999999987,0.46367931365966797,8,Intra 5 + Inter 3
0.062989299604821,0.07029986864058388,0.1898692950590351,1.780279207920792,0.7997272512237008,-0.6308928652095108,0.2898599009900993,0.504117488861084,8,Intra 5 + Inter 3
0.059707868636398057,0.06738658551198089,0.1860465149678841,1.6511950495049503,1.1971107245869956,-1.0308929965722113,0.1260683168316834,0.4963347911834717,8,Intra 5 + Inter 3
0.16896235784990563,0.18174356127695593,0.31600959769184345,2.6502871287128715,0.10134017976914839,0.009443931366138247,0.28517153465346534,1.1045923233032227,8,Intra 5 + Inter 3
0.032439116458640296,0.03265903561160401,0.14238623028522404,1.2270811881188117,0.9311391694206255,-0.7702272599349375,0.23083688118811874,0.3498539924621582,8,Intra 5 + Inter 3
0.1106961969903745,0.11471272566555499,0.26204658969700395,3.061058415841584,-0.738038127951667,1.0201512266510286,0.4015099009900991,0.3781106472015381,8,Intra 5 + Inter 3
0.0817101169247069,0.07610682091242335,0.21142812525227395,2.492188118811881,-1.0331553977314327,1.2484445505454451,0.19049381188118786,0.3775622844696045,8,Intra 5 + Inter 3
0.0434260246521209,0.043420899038570285,0.16541276926431986,1.4216029702970296,-0.09065734342586906,0.14095022675711005,0.16536465346534657,2.9299209117889404,9,Intra 5 + Inter 3
0.050188066109384165,0.05128125763083834,0.17699621590764203,1.4638386138613861,1.6574840898631273,-1.1894896804756852,0.3991796534653467,0.8221242427825928,9,Intra 5 + Inter 3
0.026904576695629935,0.025660960078978,0.12431457733348161,0.9746,2.5979772372741152,-2.0228816921652006,0.18153851485148498,2.9068500995635986,9,Intra 5 + Inter 3
0.05516852622824513,0.04949807867703295,0.15417252350660895,1.5539148514851484,3.3131057675321096,-2.4651972847449404,0.1763116831683169,2.712733745574951,9,Intra 5 + Inter 3
0.04964954034520501,0.05293717385430739,0.17244184941039276,1.2314980198019803,2.9887684957283334,-2.3082593909127413,0.04740915841584159,0.8696777820587158,9,Intra 5 + Inter 3
