trip_distance
0.85
1.81
1.98
12.1
2.39
1.08
7.88
9.36
0.5
1.4
1.3
0.39
0.72
1.04
0.9
2.6
1.0
1.86
1.79
12.38
1.2
1.4
8.1
0.55
0.88
0.7
0.8
0.9
1.19
0.79
1.83
17.01
1.42
0.78
0.64
0.7
2.4
2.1
1.39
1.31
0.77
0.37
1.64
0.41
0.82
2.01
0.81
11.21
2.82
0.68
4.74
1.39
6.32
3.77
1.6
1.9
2.3
0.6
0.7
1.3
1.1
8.62
0.7
0.1
2.4
0.5
0.7
2.1
1.3
2.0
1.0
1.2
3.0
1.6
12.31
6.19
2.1
21.4
5.87
18.3
3.9
3.78
1.12
3.08
1.81
1.13
1.25
2.13
2.25
1.8
1.3
1.3
0.6
0.79
1.54
1.17
0.5
0.83
2.4
0.69
2.71
6.43
1.46
2.76
1.0
0.72
2.42
1.99
7.5
1.45
0.58
0.59
5.28
2.5
2.74
1.69
0.76
0.78
0.62
1.8
0.64
1.4
2.9
0.3
0.5
1.9
1.32
0.82
1.28
2.03
0.49
0.98
2.44
0.91
0.76
2.2
0.9
10.0
3.7
0.8
2.7
3.2
1.71
0.4
0.7
1.4
6.9
0.93
3.6
1.4
2.31
2.6
3.0
3.3
1.1
0.37
2.65
4.01
0.73
3.27
0.82
1.3
5.1
5.89
10.9
21.27
18.46
0.9
2.8
0.6
1.06
1.36
1.98
0.63
2.47
1.22
1.57
2.42
6.7
1.6
1.6
1.28
6.63
1.8
1.51
0.84
1.31
0.5
0.51
0.78
3.4
5.0
0.83
1.58
5.64
2.6
1.1
12.5
4.62
0.8
1.32
21.27
1.38
0.68
2.16
1.2
1.34
4.87
12.8
0.82
1.05
2.95
3.56
0.63
1.53
3.6
1.0
1.1
4.1
0.75
1.28
1.56
0.45
2.4
0.8
0.3
2.8
3.47
0.75
1.9
1.7
1.1
3.3
1.54
2.01
0.79
0.7
4.6
1.36
1.6
0.96
0.34
8.5
1.0
0.6
1.0
0.4
0.8
0.6
2.64
0.76
0.7
10.98
1.9
1.1
0.6
2.4
1.1
1.5
1.96
0.78
0.1
0.6
2.8
0.5
0.9
1.3
0.6
3.76
1.5
1.1
7.38
1.56
5.94
3.0
1.5
1.43
0.93
0.8
1.9
0.5
2.5
4.0
0.7
0.8
1.93
1.49
2.8
10.41
1.9
0.76
1.74
2.97
1.6
0.6
1.4
1.84
1.81
0.98
5.5
0.6
1.7
0.87
0.42
0.3
2.32
1.13
0.98
3.31
1.46
12.22
4.1
13.37
2.84
1.22
1.78
0.92
1.12
1.7
0.4
1.0
3.2
1.5
3.4
0.59
0.4
0.7
2.0
1.7
0.78
0.61
5.95
1.72
3.07
0.68
22.62
2.01
1.12
0.6
1.87
1.35
2.3
1.4
10.8
1.1
1.7
0.7
2.7
2.5
0.2
0.5
2.28
2.47
4.66
0.52
2.1
1.2
2.1
0.6
1.3
4.2
4.43
1.09
2.51
1.31
1.32
2.38
1.88
1.3
2.9
3.2
0.9
0.6
1.2
1.88
2.74
1.51
2.62
0.99
0.92
0.4
0.3
0.3
1.4
0.8
1.5
3.3
1.7
16.88
4.86
1.44
3.17
1.57
17.4
1.02
1.91
3.7
6.0
0.4
3.1
2.27
1.69
6.8
10.4
16.7
11.17
1.66
2.5
1.81
1.2
2.0
1.0
0.6
2.6
0.9
1.9
0.7
10.65
1.05
4.17
10.36
4.3
1.73
2.76
0.4
3.4
1.5
0.72
0.72
0.48
3.1
1.3
1.06
1.53
0.3
2.0
0.4
0.5
0.9
0.9
3.73
6.32
1.75
1.29
1.26
1.72
0.35
1.16
0.66
0.62
0.7
1.5
0.7
0.6
2.25
1.26
1.3
7.49
2.62
0.64
1.15
17.7
2.0
2.4
0.7
0.5
6.8
0.5
1.1
1.46
0.23
1.13
1.47
0.7
1.8
1.3
0.49
0.78
0.26
0.62
5.33
0.7
0.7
1.1
1.1
1.3
0.46
1.78
5.24
1.9
0.3
0.5
0.8
1.73
5.36
17.55
2.7
8.8
2.9
0.7
16.9
2.7
1.14
0.64
3.08
0.4
0.46
17.59
2.64
0.88
2.7
1.3
1.9
1.26
2.35
0.58
1.11
4.4
0.0
9.8
2.42
9.27
1.9
0.6
1.0
9.16
7.2
11.9
0.48
1.79
1.61
1.3
1.5
1.5
4.0
1.18
6.81
7.72
1.17
12.06
2.1
0.46
0.9
5.63
0.71
1.36
0.46
2.79
0.7
1.4
2.13
0.72
0.43
1.86
0.82
1.14
1.6
0.8
1.3
3.4
1.09
5.7
0.8
0.8
1.4
0.8
3.8
0.84
2.34
0.85
1.65
0.96
1.36
3.2
5.4
3.6
1.28
10.75
2.65
0.95
2.7
1.55
0.62
0.71
1.11
0.69
3.24
1.1
0.8
0.9
0.9
1.58
0.71
1.43
8.44
1.39
1.28
1.17
4.63
1.85
0.89
1.39
0.69
2.38
6.66
1.98
0.64
3.07
1.85
3.2
9.9
12.31
0.9
2.2
1.2
0.5
1.9
2.02
1.12
1.09
2.29
0.9
4.7
3.9
8.0
2.4
1.65
1.28
0.98
18.6
2.58
1.45
1.7
0.6
1.5
1.4
0.3
1.8
3.0
1.7
1.28
1.66
0.39
1.2
0.4
2.86
1.3
1.5
0.91
18.23
2.33
2.61
17.9
1.52
1.11
2.09
11.97
2.8
2.9
0.8
1.1
23.74
0.5
2.0
1.6
2.37
1.2
12.83
19.1
5.06
1.71
0.4
1.24
0.34
0.47
0.66
0.75
1.9
0.0
2.5
4.9
1.66
0.96
1.86
1.4
20.4
0.9
0.6
2.0
0.9
0.6
3.1
0.5
1.4
0.4
1.5
1.7
17.6
1.7
1.0
0.86
0.49
1.26
0.6
0.4
3.3
0.4
2.8
1.5
19.73
0.55
0.79
1.33
2.18
3.51
0.6
3.9
0.5
1.1
0.9
1.92
0.4
1.0
7.9
2.3
0.83
2.16
1.47
0.52
0.06
1.17
2.46
0.81
1.8
1.0
1.6
0.73
0.82
1.64
1.9
1.1
10.14
1.4
3.1
0.68
1.82
1.72
0.54
0.44
2.41
2.35
0.85
0.66
0.6
0.7
0.8
2.5
2.18
1.56
0.55
0.5
0.53
1.45
2.08
1.0
0.8
1.01
0.95
1.45
1.24
1.4
3.4
1.4
1.3
1.0
4.71
2.26
1.46
1.04
4.4
2.4
2.8
19.9
0.8
7.87
1.54
1.78
0.8
0.7
0.5
1.1
0.4
3.2
1.7
0.91
13.51
1.51
2.02
1.02
6.46
1.4
0.9
2.7
3.46
1.15
0.66
1.78
4.29
9.24
0.6
0.6
0.6
0.6
1.2
1.82
1.61
0.77
2.0
0.93
2.2
4.68
0.4
4.3
0.6
2.5
1.3
8.0
1.0
3.3
0.53
2.52
3.37
10.8
10.7
1.2
5.0
5.21
3.9
1.84
2.11
1.4
2.9
1.4
0.5
2.7
0.8
8.8
5.5
0.6
1.4
0.6
0.6
11.96
1.8
0.9
0.0
18.3
1.8
0.97
1.13
0.87
0.83
1.47
1.19
0.6
3.4
1.16
1.39
1.01
18.69
0.76
2.67
1.44
1.51
0.86
3.18
2.6
4.5
2.71
1.24
0.55
0.78
1.6
0.7
2.66
2.1
0.7
17.24
0.97
2.25
3.14
9.9
11.76
1.4
0.7
4.4
1.4
3.6
0.4
4.6
1.77
1.68
0.5
1.4
1.0
0.2
1.9
1.8
12.45
3.98
17.88
0.8
0.6
1.1
17.13
39.07
0.94
3.2
1.6
0.5
4.58
1.38
1.45
2.48
1.43
1.02
0.43
1.72
2.15
0.63
0.55
2.0
1.1
0.9
0.89
0.26
1.37
0.66
2.05
2.44
1.49
2.82
1.38
4.23
1.48
3.7
1.9
16.84
3.5
1.2
1.4
0.9
0.92
2.1
0.7
1.11
1.6
1.0
1.0
1.0
6.03
0.5
0.8
2.85
0.88
2.11
17.89
1.7
7.2
0.6
2.55
3.54
0.37
18.65
3.7
0.6
0.84
1.82
1.62
0.8
10.7
1.3
1.55
1.32
1.26
2.07
0.86
0.99
0.47
0.93
0.83
0.68
1.1
1.3
3.5
0.0
0.0
12.9
1.4
18.48
14.0
0.41
10.1
0.0
0.93
3.42
4.53
0.85
0.6
1.45
1.04
1.73
8.22
9.02
0.0
4.09
2.77
1.6
1.2
1.9
0.8
0.62
0.39
0.7
1.5
2.2
6.04
3.35
0.54
2.3
0.55
0.6
1.3
0.95
0.84
1.12
5.77
1.74
2.98
1.49
0.59
1.21
1.52
0.53
13.9
1.56
0.86
0.84
1.17
0.62
0.86
2.7
0.82
0.86
1.17
0.78
4.49
0.65
1.53
0.8
0.49
1.48
2.03
1.3
3.66
0.56
2.0
2.1
0.5
1.4
1.97
2.4
0.9
4.0
9.7
4.0
1.45
17.68
2.89
5.14
2.1
3.1
0.45
1.63
1.02
1.0
0.9
1.5
1.4
1.2
1.4
0.9
0.3
3.2
1.1
1.27
0.86
0.52
1.25
0.49
1.32
0.43
0.58
1.75
1.5
0.7
0.2
1.0
1.9
0.94
3.02
0.7
0.6
0.9
0.9
0.9
1.2
1.22
0.98
0.49
1.46
0.47
2.92
1.9
0.5
1.1
12.28
11.52
10.4
0.3
0.7
1.9
2.0
5.4
2.1
2.0
1.87
1.29
0.69
4.07
1.8
3.5
9.38
0.6
9.0
0.52
1.48
3.03
1.99
0.7
3.7
1.58
1.16
1.39
2.12
3.72
1.88
1.2
0.92
2.13
1.73
2.7
0.2
1.1
3.1
0.86
1.79
2.67
2.59
12.06
2.19
1.37
3.04
1.28
0.8
0.4
6.5
0.9
2.72
2.05
0.6
0.6
1.6
3.3
0.33
1.82
3.06
0.6
2.5
0.8
3.1
6.19
0.8
1.4
0.6
0.8
0.9
2.5
1.64
2.26
0.6
6.87
0.57
0.74
0.28
1.49
0.65
1.01
0.51
0.9
5.1
6.07
1.2
3.0
20.94
0.91
2.86
1.41
1.81
3.43
7.15
6.31
1.44
1.1
0.6
1.7
1.4
0.77
1.38
1.88
2.12
6.09
2.48
2.66
1.6
2.12
1.07
0.17
0.75
1.04
1.65
6.7
0.0
0.8
4.03
1.01
6.76
1.38
3.3
2.41
2.9
4.7
2.4
4.29
3.38
0.4
0.9
10.9
1.9
4.2
1.2
0.7
0.7
4.18
1.24
3.74
14.25
0.8
0.1
1.5
0.82
3.71
1.3
3.4
1.08
0.51
0.52
0.83
1.3
0.9
1.0
2.5
6.7
12.81
1.98
6.88
2.1
2.5
1.1
1.67
1.11
0.72
0.58
1.08
0.73
1.76
9.94
1.48
0.41
2.61
1.79
2.03
1.61
2.14
1.31
1.2
0.5
0.8
0.7
1.4
4.46
1.0
0.71
