Intra_Fair4,Inter_Fair3,Customer_Care,lam1,lam2,lam3
0.3052025005854272,1.9133700833180316,1.2082247231950731,0.0,0.0,1.0
0.27752495088092377,0.00015889282742010988,1.2102010399752638,0.0,0.0,1.0
0.2170710245152666,6.4400396276162954,1.0282024970156447,0.0,0.0,1.0
0.19492386519255178,0.11527448460045507,1.259377456530132,0.0,0.0,1.0
0.24846443682812008,8.099470882402478,0.7530089658564616,0.0,0.0,1.0
0.32379049317308517,10.463606413944966,1.124394428428384,0.0,0.0,1.0
0.2823432051167892,3.0926937252598643,1.2452400208648056,0.0,0.0,1.0
0.35476085292232346,4.458986079493821,1.3670285930761887,0.0,0.0,1.0
0.2610199116179973,3.989418011621863,1.3705996575661101,0.0,0.0,1.0
0.24090026876409318,0.2091150205133518,0.8536802040784902,0.0,0.0,1.0
0.16831434457064537,0.03779114612901942,0.7405265893971621,0.0,0.1,0.9
0.2674507841853332,0.05508868703228195,1.569819006871699,0.0,0.1,0.9
0.2151897423200093,0.0012751787467026863,1.629670358864576,0.0,0.1,0.9
0.30031704623641037,0.6537982430743359,1.3634211747070812,0.0,0.1,0.9
0.25574243163291244,2.031339066800395,1.277493844043488,0.0,0.1,0.9
0.18291625478311258,0.8737531988725694,1.0174934577207855,0.0,0.1,0.9
0.19615883629699465,1.8888533533465375,1.3820970539186495,0.0,0.1,0.9
0.29936033548749025,0.21949100926114268,1.1173767788896223,0.0,0.1,0.9
0.22842652602960722,1.3662221692504248,1.0367809232081604,0.0,0.1,0.9
0.19320152808529847,0.29967284472879113,0.2525101609142427,0.0,0.1,0.9
0.20212874763168623,0.03278168280890936,1.4135900183087706,0.0,0.2,0.8
0.19821221499397096,0.022529644697665302,0.6802693657564239,0.0,0.2,0.8
0.1917891330857691,0.0019657281772024904,0.9018427437645268,0.0,0.2,0.8
0.18931063297568573,0.02713495877592835,1.2403715019789685,0.0,0.2,0.8
0.32164731424283294,0.03969288298859535,1.241316177804348,0.0,0.2,0.8
0.2311609367019529,0.49318955983468465,1.1682166344944933,0.0,0.2,0.8
0.22704798883375915,0.4099884444326638,0.9734499472981496,0.0,0.2,0.8
0.19366562386535122,0.01640291397550585,1.3322908788763894,0.0,0.2,0.8
0.1168290911895619,0.009306306016471342,1.2543159728523805,0.0,0.2,0.8
